step,ns_queue,ew_queue,active_phase,vehicles_in_simulation,total_waiting_time,completed_vehicles
421,0,0,NS_GREEN,2,0.0,0
422,0,0,NS_GREEN,2,0.0,0
423,0,0,NS_GREEN,2,0.0,0
424,0,0,NS_GREEN,2,0.0,0
425,0,0,NS_GREEN,2,0.0,0
426,0,0,NS_GREEN,2,0.0,0
427,0,0,NS_GREEN,2,0.0,0
428,0,0,NS_GREEN,2,0.0,0
429,0,0,NS_GREEN,2,0.0,0
430,0,0,NS_GREEN,1,0.0,1
431,0,0,NS_GREEN,0,0,1
432,0,0,NS_GREEN,0,0,0
433,0,0,NS_GREEN,0,0,0
434,0,0,NS_GREEN,4,0.0,0
435,0,0,NS_GREEN,4,0.0,0
436,0,0,NS_GREEN,4,0.0,0
437,0,0,NS_GREEN,4,0.0,0
438,0,1,NS_GREEN,4,1.0,0
439,0,1,NS_GREEN,4,2.0,0
440,0,2,NS_GREEN,3,4.0,1
441,0,2,NS_GREEN,2,6.0,1
442,0,2,NS_GREEN,2,8.0,0
443,0,2,NS_GREEN,2,10.0,0
444,0,2,NS_GREEN,2,12.0,0
445,0,2,NS_GREEN,2,14.0,0
446,0,2,NS_GREEN,2,16.0,0
447,0,2,NS_GREEN,2,18.0,0
448,0,2,NS_GREEN,2,20.0,0
449,0,2,NS_GREEN,2,22.0,0
450,0,2,EW_GREEN,2,24.0,0
451,0,0,EW_GREEN,2,0.0,0
452,0,0,EW_GREEN,2,0.0,0
453,0,0,EW_GREEN,2,0.0,0
454,0,0,EW_GREEN,2,0.0,0
455,0,0,EW_GREEN,2,0.0,0
456,0,0,EW_GREEN,2,0.0,0
457,0,0,EW_GREEN,2,0.0,0
458,0,0,EW_GREEN,2,0.0,0
459,0,0,EW_GREEN,2,0.0,0
460,0,0,EW_GREEN,1,0.0,1
461,0,0,EW_GREEN,0,0,1
462,0,0,EW_GREEN,0,0,0
463,0,0,EW_GREEN,0,0,0
464,0,0,EW_GREEN,0,0,0
465,0,0,EW_GREEN,0,0,0
466,0,0,EW_GREEN,0,0,0
467,0,0,EW_GREEN,4,0.0,0
468,0,0,EW_GREEN,4,0.0,0
469,0,0,EW_GREEN,4,0.0,0
470,0,0,EW_GREEN,4,0.0,0
471,1,0,EW_GREEN,4,1.0,0
472,2,0,EW_GREEN,4,3.0,0
473,2,0,EW_GREEN,4,5.0,0
474,2,0,EW_GREEN,2,7.0,2
475,2,0,EW_GREEN,2,9.0,0
476,2,0,EW_GREEN,2,11.0,0
477,2,0,EW_GREEN,2,13.0,0
478,2,0,EW_GREEN,2,15.0,0
479,2,0,EW_GREEN,2,17.0,0
480,2,0,NS_GREEN,2,19.0,0
481,0,0,NS_GREEN,2,0.0,0
482,0,0,NS_GREEN,2,0.0,0
483,0,0,NS_GREEN,2,0.0,0
484,0,0,NS_GREEN,2,0.0,0
485,0,0,NS_GREEN,2,0.0,0
486,0,0,NS_GREEN,2,0.0,0
487,0,0,NS_GREEN,2,0.0,0
488,0,0,NS_GREEN,2,0.0,0
489,0,0,NS_GREEN,2,0.0,0
490,0,0,NS_GREEN,1,0.0,1
491,0,0,NS_GREEN,0,0,1
492,0,0,NS_GREEN,0,0,0
493,0,0,NS_GREEN,0,0,0
494,0,0,NS_GREEN,0,0,0
495,0,0,NS_GREEN,0,0,0
496,0,0,NS_GREEN,0,0,0
497,0,0,NS_GREEN,0,0,0
498,0,0,NS_GREEN,0,0,0
499,0,0,NS_GREEN,0,0,0
