step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_current_score,ew_current_score,ns_predicted_score,ew_predicted_score,ns_score_trend,ew_score_trend,chosen_direction,traffic_level,elapsed_green,vehicles_in_simulation,total_waiting_time,completed_vehicles
422,0,0,3,0,0.0,0,3.6,0.0,3.6,0.0,-2.75,0.0,NS,VERY_LIGHT,2,5,0.0,0
423,0,0,3,1,0.0,0.0,3.6,1.2,3.6,2.7,-3.15,0.3,NS,VERY_LIGHT,3,6,0.0,0
424,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-2.95,0.3,NS,VERY_LIGHT,4,7,0.0,0
425,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-1.22,0.6,NS,VERY_LIGHT,5,8,0.0,0
426,0,0,2,2,0.0,0.0,2.4,2.4,2.4,5.4,-0.3,0.6,NS,VERY_LIGHT,6,8,0.0,0
427,0,0,3,2,0.0,0.0,3.6,2.4,3.6,3.9,0.0,0.3,NS,VERY_LIGHT,7,9,0.0,0
428,0,0,3,2,0.0,0.0,3.6,2.4,3.6,3.9,-0.3,0.3,NS,VERY_LIGHT,8,9,0.0,0
429,0,2,2,2,0.0,2.0,2.4,9.8,2.4,19.05,-0.6,1.85,NS,VERY_LIGHT,9,9,2.0,0
430,0,2,1,2,0.0,4.0,1.2,10.2,1.2,19.95,-0.3,1.95,NS,VERY_LIGHT,10,7,4.0,2
431,0,2,2,2,0.0,6.0,2.4,10.6,2.4,20.85,-0.3,2.05,NS,VERY_LIGHT,11,8,6.0,0
432,0,2,1,2,0.0,8.0,1.2,11.0,1.2,21.75,-0.6,2.15,NS,VERY_LIGHT,12,8,8.0,0
433,0,2,2,2,0.0,10.0,2.4,11.4,2.4,13.4,0.0,0.4,NS,VERY_LIGHT,13,7,10.0,2
434,0,3,1,3,0.0,12.0,1.2,16.5,1.2,24.38,0.0,1.57,NS,VERY_LIGHT,14,8,12.0,0
435,0,2,0,3,0,14.0,0.0,13.4,0.0,16.9,-0.6,0.7,EW,LIGHT,0,6,14.0,2
436,0,0,0,3,0,0.0,0.0,3.6,0.0,3.6,-0.3,-1.85,EW,VERY_LIGHT,1,6,0.0,0
437,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,-0.6,-2.55,EW,VERY_LIGHT,2,4,0.0,2
438,0,0,1,2,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-3.52,EW,VERY_LIGHT,3,6,0.0,0
439,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-2.75,EW,VERY_LIGHT,4,7,0.0,0
440,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-0.3,EW,VERY_LIGHT,5,6,0.0,1
441,0,0,2,1,0.0,0.0,2.4,1.2,5.4,1.2,0.6,0.0,EW,VERY_LIGHT,6,6,0.0,0
442,0,0,2,0,0.0,0,2.4,0.0,3.9,0.0,0.3,-0.6,EW,EMPTY,7,6,0.0,0
443,1,0,2,0,1.0,0,6.1,0.0,10.73,0.0,0.93,-0.6,EW,EMPTY,8,6,1.0,0
444,3,0,3,0,3.0,0,14.7,0.0,30.07,0.0,3.07,-0.6,EW,EMPTY,9,7,3.0,0
445,2,0,3,1,5.0,0.0,11.6,1.2,23.1,1.2,2.3,0.0,EW,VERY_LIGHT,10,8,5.0,0
446,2,0,3,1,7.0,0.0,12.0,1.2,24.0,2.7,2.4,0.3,EW,VERY_LIGHT,11,6,7.0,2
447,3,0,4,1,9.0,0.0,17.1,1.2,30.85,2.7,2.75,0.3,EW,VERY_LIGHT,12,7,9.0,0
448,2,0,4,0,11.0,0,14.0,0.0,14.0,0.0,-0.17,0.0,EW,EMPTY,13,5,11.0,2
449,2,0,4,0,13.0,0,14.4,0.0,17.9,0.0,0.7,-0.3,EW,EMPTY,14,5,13.0,0
450,2,0,5,1,15.0,0.0,16.0,1.2,21.0,1.2,1.0,0.0,NS,MEDIUM,0,7,15.0,0
451,0,0,5,1,0.0,0.0,6.0,1.2,6.0,1.2,-2.78,0.0,NS,VERY_LIGHT,1,7,0.0,0
452,0,0,3,1,0.0,0.0,3.6,1.2,3.6,2.7,-2.6,0.3,NS,VERY_LIGHT,2,6,0.0,1
453,0,0,3,1,0.0,0.0,3.6,1.2,3.6,2.7,-2.7,0.3,NS,VERY_LIGHT,3,6,0.0,0
454,0,0,4,1,0.0,0.0,4.8,1.2,4.8,1.2,-2.8,0.0,NS,VERY_LIGHT,4,7,0.0,0
455,0,1,4,1,0.0,1.0,4.8,4.9,4.8,9.53,-0.3,0.93,NS,VERY_LIGHT,5,7,1.0,0
456,0,1,2,2,0.0,2.0,2.4,6.3,2.4,12.68,-0.3,1.28,NS,VERY_LIGHT,6,8,2.0,0
457,0,1,3,2,0.0,3.0,3.6,6.5,3.6,13.12,0.0,1.32,NS,VERY_LIGHT,7,9,3.0,0
458,0,1,3,2,0.0,4.0,3.6,6.7,3.6,13.57,-0.3,1.38,NS,VERY_LIGHT,8,9,4.0,0
459,0,1,1,2,0.0,5.0,1.2,6.9,1.2,9.4,-0.9,0.5,NS,VERY_LIGHT,9,9,5.0,0
460,0,1,1,2,0.0,6.0,1.2,7.1,1.2,8.1,-0.3,0.2,NS,VERY_LIGHT,10,8,6.0,1
461,0,1,1,2,0.0,7.0,1.2,7.3,1.2,8.3,-0.6,0.2,NS,VERY_LIGHT,11,7,7.0,1
462,0,2,1,2,0.0,9.0,1.2,11.2,1.2,16.83,-0.6,1.13,NS,VERY_LIGHT,12,7,9.0,1
463,0,3,2,3,0.0,11.0,2.4,16.3,3.9,28.05,0.3,2.35,NS,VERY_LIGHT,13,8,11.0,1
464,0,2,2,3,0.0,13.0,2.4,13.2,3.9,20.82,0.3,1.52,NS,VERY_LIGHT,14,7,13.0,1
465,0,2,0,3,0,15.0,0.0,13.6,0.0,21.47,-0.3,1.57,EW,MEDIUM,0,6,15.0,1
466,0,0,0,3,0,0.0,0.0,3.6,0.0,3.6,-0.3,-1.9,EW,VERY_LIGHT,1,6,0.0,0
467,0,0,0,2,0,0.0,0.0,2.4,0.0,2.4,-0.6,-3.48,EW,VERY_LIGHT,2,6,0.0,1
468,0,0,0,2,0,0.0,0.0,2.4,0.0,2.4,-0.6,-2.7,EW,VERY_LIGHT,3,6,0.0,0
469,0,0,1,2,0.0,0.0,1.2,2.4,2.7,2.4,0.3,-2.8,EW,VERY_LIGHT,4,6,0.0,1
470,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-0.3,EW,VERY_LIGHT,5,6,0.0,1
471,0,0,2,0,0.0,0,2.4,0.0,5.4,0.0,0.6,-0.6,EW,EMPTY,6,6,0.0,0
472,0,0,2,0,0.0,0,2.4,0.0,5.4,0.0,0.6,-0.6,EW,EMPTY,7,6,0.0,0
473,0,0,2,0,0.0,0,2.4,0.0,3.9,0.0,0.3,-0.6,EW,EMPTY,8,6,0.0,0
474,2,0,2,0,2.0,0,9.8,0.0,19.05,0.0,1.85,-0.6,EW,EMPTY,9,6,2.0,0
475,3,0,3,1,4.0,0.0,14.9,1.2,30.52,2.7,3.12,0.3,EW,VERY_LIGHT,10,7,4.0,1
476,2,0,3,1,6.0,0.0,11.8,1.2,23.55,2.7,2.35,0.3,EW,VERY_LIGHT,11,7,6.0,0
477,3,0,4,1,8.0,0.0,16.9,1.2,35.03,2.7,3.63,0.3,EW,VERY_LIGHT,12,6,8.0,2
478,2,0,4,1,10.0,0.0,13.8,1.2,18.8,2.7,1.0,0.3,EW,VERY_LIGHT,13,7,10.0,0
479,2,0,4,1,12.0,0.0,14.2,1.2,14.2,1.2,-0.17,0.0,EW,VERY_LIGHT,14,6,12.0,1
480,2,0,4,1,14.0,0.0,14.6,1.2,18.1,1.2,0.7,0.0,NS,LIGHT,0,6,14.0,0
481,0,0,4,1,0.0,0.0,4.8,1.2,4.8,1.2,-3.03,0.0,NS,VERY_LIGHT,1,6,0.0,0
482,0,1,3,1,0.0,1.0,3.6,4.9,3.6,9.53,-2.55,0.93,NS,VERY_LIGHT,2,6,1.0,1
483,0,1,3,1,0.0,2.0,3.6,5.1,3.6,9.98,-2.65,0.98,NS,VERY_LIGHT,3,6,2.0,0
484,0,1,3,1,0.0,3.0,3.6,5.3,3.6,10.43,-2.75,1.03,NS,VERY_LIGHT,4,6,3.0,0
485,0,1,4,1,0.0,4.0,4.8,5.5,4.8,10.88,0.0,1.07,NS,VERY_LIGHT,5,7,4.0,0
486,0,1,2,1,0.0,5.0,2.4,5.7,2.4,6.7,-0.3,0.2,NS,VERY_LIGHT,6,7,5.0,0
487,0,1,2,1,0.0,6.0,2.4,5.9,2.4,6.9,-0.3,0.2,NS,VERY_LIGHT,7,7,6.0,0
488,0,1,3,2,0.0,7.0,3.6,7.3,3.6,9.8,0.0,0.5,NS,VERY_LIGHT,8,9,7.0,0
489,0,2,2,3,0.0,8.0,2.4,12.2,2.4,20.57,-0.6,1.67,NS,VERY_LIGHT,9,10,8.0,0
490,0,1,1,3,0.0,9.0,1.2,8.9,1.2,12.9,-0.3,0.8,NS,VERY_LIGHT,10,9,9.0,1
491,0,1,1,3,0.0,10.0,1.2,9.1,1.2,13.1,-0.3,0.8,NS,VERY_LIGHT,11,8,10.0,1
492,0,2,0,3,0,12.0,0.0,13.0,0.0,20.12,-0.9,1.42,NS,EMPTY,12,7,12.0,1
493,0,2,1,3,0.0,14.0,1.2,13.4,1.2,14.9,-0.3,0.3,NS,VERY_LIGHT,13,7,14.0,1
494,0,2,2,3,0.0,16.0,2.4,13.8,3.9,19.93,0.3,1.23,NS,VERY_LIGHT,14,7,16.0,1
495,0,2,2,3,0.0,18.0,2.4,14.2,3.9,20.57,0.3,1.27,EW,MEDIUM,0,6,18.0,1
496,1,0,2,3,0.0,0.0,5.9,3.6,13.28,3.6,1.48,-2.35,EW,VERY_LIGHT,1,6,0.0,0
497,1,0,2,1,1.0,0.0,6.1,1.2,12.23,1.2,1.23,-3.05,EW,VERY_LIGHT,2,5,1.0,1
498,2,0,2,1,3.0,0.0,10.0,1.2,19.5,1.2,1.9,-3.15,EW,VERY_LIGHT,3,5,3.0,0
499,2,0,2,1,5.0,0.0,10.4,1.2,20.4,1.2,2.0,-3.25,EW,VERY_LIGHT,4,5,5.0,0
