step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_current_score,ew_current_score,ns_predicted_score,ew_predicted_score,ns_score_trend,ew_score_trend,chosen_direction,traffic_level,elapsed_green,vehicles_in_simulation,total_waiting_time,completed_vehicles
419,6,0,6,1,57.0,0.0,39.6,1.2,45.6,1.2,1.2,-0.6,EW,VERY_LIGHT,14,12,57.0,1
420,6,0,6,2,63.0,0.0,40.8,2.4,46.8,2.4,1.2,-0.3,NS,HEAVY,0,13,63.0,0
421,4,0,6,2,42.0,0.0,29.6,2.4,29.6,2.4,-1.9,-0.3,NS,MEDIUM,1,11,42.0,2
422,2,0,4,4,21.0,0.0,16.0,4.8,16.0,7.8,-5.6,0.6,NS,LIGHT,2,12,21.0,1
423,0,0,4,4,0.0,0.0,4.8,4.8,4.8,9.3,-8.7,0.9,NS,VERY_LIGHT,3,11,0.0,1
424,0,1,4,4,0.0,1.0,4.8,8.5,4.8,16.12,-9.0,1.52,NS,VERY_LIGHT,4,11,1.0,0
425,0,1,4,5,0.0,2.0,4.8,9.9,4.8,19.27,-6.2,1.88,NS,VERY_LIGHT,5,11,2.0,1
426,0,2,3,5,0.0,4.0,3.6,13.8,3.6,25.05,-3.1,2.25,NS,VERY_LIGHT,6,12,4.0,0
427,0,4,4,5,0.0,8.0,4.8,21.6,4.8,42.6,0.0,4.2,NS,VERY_LIGHT,7,13,8.0,0
428,0,4,4,5,0.0,12.0,4.8,22.4,4.8,39.77,0.0,3.47,NS,VERY_LIGHT,8,13,12.0,0
429,0,6,2,6,0.0,17.0,2.4,31.6,2.4,58.73,-0.6,5.43,NS,VERY_LIGHT,9,14,17.0,0
430,0,5,4,6,0.0,22.0,4.8,29.1,6.3,48.23,0.3,3.83,NS,VERY_LIGHT,10,14,22.0,2
431,0,5,3,6,0.0,27.0,3.6,30.1,3.6,40.73,-0.3,2.12,NS,VERY_LIGHT,11,14,27.0,0
432,0,5,2,6,0.0,32.0,2.4,31.1,2.4,41.98,-0.6,2.18,NS,VERY_LIGHT,12,13,32.0,1
433,0,5,4,6,0.0,37.0,4.8,32.1,7.8,32.73,0.6,0.12,NS,VERY_LIGHT,13,14,37.0,1
434,0,5,2,6,0.0,42.0,2.4,33.1,2.4,38.1,-0.6,1.0,NS,VERY_LIGHT,14,14,42.0,0
435,0,5,2,6,0.0,47.0,2.4,34.1,2.4,39.1,-0.3,1.0,EW,MEDIUM,0,12,47.0,2
436,0,3,4,7,0.0,29.0,4.8,24.7,7.8,24.7,0.6,-1.6,EW,MEDIUM,1,15,29.0,0
437,1,2,4,5,1.0,20.0,8.5,17.0,13.12,17.0,0.93,-3.78,EW,LIGHT,2,13,21.0,2
438,2,1,5,5,3.0,10.0,13.6,11.5,27.6,11.5,2.8,-5.4,EW,LIGHT,3,13,13.0,1
439,2,0,6,5,5.0,0.0,15.2,6.0,31.2,6.0,3.2,-7.03,EW,VERY_LIGHT,4,13,5.0,1
440,4,0,6,5,9.0,0.0,23.0,6.0,45.75,6.0,4.55,-4.67,EW,VERY_LIGHT,5,13,9.0,0
441,5,0,6,3,14.0,0.0,27.5,3.6,51.25,3.6,4.75,-3.35,EW,VERY_LIGHT,6,13,14.0,0
442,6,0,6,3,20.0,0.0,32.2,3.6,55.45,3.6,4.65,-1.98,EW,VERY_LIGHT,7,13,20.0,0
443,6,0,6,4,26.0,0.0,33.4,4.8,56.15,4.8,4.55,-0.3,EW,VERY_LIGHT,8,14,26.0,0
444,6,0,6,3,32.0,0.0,34.6,3.6,49.1,3.6,2.9,-0.6,EW,VERY_LIGHT,9,15,32.0,0
445,6,0,6,3,38.0,0.0,35.8,3.6,46.17,3.6,2.07,0.0,EW,VERY_LIGHT,10,15,38.0,0
446,6,0,6,3,44.0,0.0,37.0,3.6,43.0,3.6,1.2,0.0,EW,VERY_LIGHT,11,13,44.0,2
447,6,0,6,2,50.0,0.0,38.2,2.4,44.2,2.4,1.2,-0.6,EW,VERY_LIGHT,12,14,50.0,0
448,6,0,6,2,56.0,0.0,39.4,2.4,45.4,2.4,1.2,-0.3,EW,VERY_LIGHT,13,12,56.0,2
449,6,0,6,1,62.0,0.0,40.6,1.2,46.6,1.2,1.2,-0.6,EW,VERY_LIGHT,14,12,62.0,0
450,6,0,6,3,68.0,0.0,41.8,3.6,47.8,3.6,1.2,0.0,NS,HEAVY,0,12,68.0,2
451,4,0,6,3,45.0,0.0,30.2,3.6,30.2,5.1,-2.0,0.3,NS,MEDIUM,1,12,45.0,0
452,2,0,4,4,23.0,0.0,16.4,4.8,16.4,7.8,-5.75,0.6,NS,LIGHT,2,11,23.0,2
453,0,1,4,4,0.0,1.0,4.8,8.5,4.8,17.62,-8.95,1.82,NS,VERY_LIGHT,3,11,1.0,0
454,0,2,4,4,0.0,3.0,4.8,12.4,4.8,23.4,-9.25,2.2,NS,VERY_LIGHT,4,10,3.0,1
455,0,3,4,5,0.0,6.0,4.8,17.7,4.8,35.33,-6.35,3.52,NS,VERY_LIGHT,5,11,6.0,0
456,0,3,3,5,0.0,9.0,3.6,18.3,3.6,35.17,-3.2,3.38,NS,VERY_LIGHT,6,12,9.0,0
457,0,3,4,5,0.0,12.0,4.8,18.9,4.8,31.9,0.0,2.6,NS,VERY_LIGHT,7,13,12.0,0
458,0,5,4,6,0.0,16.0,4.8,27.9,4.8,47.27,0.0,3.87,NS,VERY_LIGHT,8,14,16.0,0
459,0,5,2,6,0.0,21.0,2.4,28.9,2.4,42.9,-0.6,2.8,NS,VERY_LIGHT,9,14,21.0,0
460,0,5,4,6,0.0,26.0,4.8,29.9,6.3,44.4,0.3,2.9,NS,VERY_LIGHT,10,15,26.0,1
461,0,5,3,6,0.0,31.0,3.6,30.9,3.6,45.9,-0.3,3.0,NS,VERY_LIGHT,11,14,31.0,1
462,0,5,2,6,0.0,36.0,2.4,31.9,2.4,36.9,-0.6,1.0,NS,VERY_LIGHT,12,14,36.0,0
463,0,5,4,6,0.0,41.0,4.8,32.9,7.8,37.9,0.6,1.0,NS,VERY_LIGHT,13,14,41.0,2
464,0,5,2,6,0.0,46.0,2.4,33.9,2.4,38.9,-0.6,1.0,NS,VERY_LIGHT,14,14,46.0,0
465,0,7,2,7,0.0,52.0,2.4,43.3,2.4,58.8,-0.3,3.1,EW,HEAVY,0,13,52.0,2
466,0,4,4,7,0.0,31.0,4.8,28.6,7.8,28.6,0.6,-0.83,EW,MEDIUM,1,14,31.0,1
467,1,2,4,5,1.0,19.0,8.5,16.8,13.12,16.8,0.93,-4.02,EW,LIGHT,2,13,20.0,1
468,1,1,5,5,2.0,10.0,9.9,11.5,19.27,11.5,1.88,-5.6,EW,LIGHT,3,13,12.0,1
469,2,0,6,5,4.0,0.0,15.0,6.0,30.75,6.0,3.15,-9.32,EW,VERY_LIGHT,4,13,4.0,1
470,3,0,6,5,7.0,0.0,19.1,6.0,36.97,6.0,3.57,-5.65,EW,VERY_LIGHT,5,13,7.0,0
471,4,0,6,3,11.0,0.0,23.4,3.6,42.02,3.6,3.72,-3.3,EW,VERY_LIGHT,6,13,11.0,0
472,5,0,6,4,16.0,0.0,27.9,4.8,50.4,4.8,4.5,-1.68,EW,VERY_LIGHT,7,14,16.0,0
473,6,0,6,4,22.0,0.0,32.6,4.8,54.6,4.8,4.4,-0.3,EW,VERY_LIGHT,8,14,22.0,0
474,6,0,6,3,28.0,0.0,33.8,3.6,52.17,3.6,3.67,-0.6,EW,VERY_LIGHT,9,15,28.0,0
475,6,0,6,3,34.0,0.0,35.0,3.6,49.5,3.6,2.9,0.0,EW,VERY_LIGHT,10,15,34.0,0
476,6,0,6,3,40.0,0.0,36.2,3.6,46.58,3.6,2.08,-0.3,EW,VERY_LIGHT,11,14,40.0,1
477,6,0,6,2,46.0,0.0,37.4,2.4,43.4,2.4,1.2,-0.6,EW,VERY_LIGHT,12,14,46.0,1
478,6,0,6,2,52.0,0.0,38.6,2.4,44.6,2.4,1.2,-0.3,EW,VERY_LIGHT,13,13,52.0,1
479,6,0,6,2,58.0,0.0,39.8,2.4,45.8,2.4,1.2,-0.3,EW,VERY_LIGHT,14,13,58.0,1
480,6,0,6,3,64.0,0.0,41.0,3.6,47.0,3.6,1.2,0.0,NS,HEAVY,0,13,64.0,1
481,4,0,6,3,42.0,0.0,29.6,3.6,29.6,5.1,-1.95,0.3,NS,MEDIUM,1,12,42.0,1
482,2,0,4,4,21.0,0.0,16.0,4.8,16.0,7.8,-5.65,0.6,NS,LIGHT,2,12,21.0,1
483,0,0,4,4,0.0,0.0,4.8,4.8,4.8,7.8,-8.75,0.6,NS,VERY_LIGHT,3,11,0.0,1
484,0,2,4,4,0.0,2.0,4.8,12.2,4.8,22.95,-9.05,2.15,NS,VERY_LIGHT,4,10,2.0,1
485,0,2,4,5,0.0,4.0,4.8,13.8,4.8,26.55,-6.2,2.55,NS,VERY_LIGHT,5,11,4.0,0
486,0,3,2,6,0.0,6.0,2.4,18.9,2.4,36.52,-3.4,3.52,NS,VERY_LIGHT,6,12,6.0,0
487,0,4,4,6,0.0,10.0,4.8,23.2,4.8,46.2,0.0,4.6,NS,VERY_LIGHT,7,14,10.0,0
488,0,4,4,6,0.0,14.0,4.8,24.0,4.8,38.75,0.0,2.95,NS,VERY_LIGHT,8,14,14.0,0
489,0,5,3,6,0.0,19.0,3.6,28.5,3.6,46.88,-0.3,3.67,NS,VERY_LIGHT,9,14,19.0,0
490,0,5,3,6,0.0,24.0,3.6,29.5,5.1,42.75,0.3,2.65,NS,VERY_LIGHT,10,13,24.0,2
491,0,5,4,6,0.0,29.0,4.8,30.5,4.8,39.62,0.0,1.83,NS,VERY_LIGHT,11,14,29.0,0
492,0,5,2,6,0.0,34.0,2.4,31.5,2.4,40.88,-0.6,1.88,NS,VERY_LIGHT,12,14,34.0,0
493,0,7,3,7,0.0,40.0,3.6,40.9,3.6,56.4,0.0,3.1,NS,VERY_LIGHT,13,14,40.0,2
494,0,6,4,7,0.0,46.0,4.8,38.6,6.3,49.98,0.3,2.28,NS,VERY_LIGHT,14,15,46.0,0
495,0,6,2,7,0.0,52.0,2.4,39.8,2.4,51.42,-0.6,2.32,EW,HEAVY,0,14,52.0,1
496,0,4,3,7,0.0,32.0,3.6,28.8,5.1,28.8,0.3,-0.68,EW,MEDIUM,1,14,32.0,1
497,0,2,4,5,0.0,20.0,4.8,17.0,6.3,17.0,0.3,-5.97,EW,LIGHT,2,15,20.0,0
498,1,1,5,5,1.0,10.0,9.7,11.5,15.82,11.5,1.22,-6.78,EW,LIGHT,3,14,11.0,2
499,2,0,5,5,3.0,0.0,13.6,6.0,27.6,6.0,2.8,-8.45,EW,VERY_LIGHT,4,14,3.0,0
