step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_score,ew_score,chosen_direction,traffic_level,green_time,vehicles_in_simulation,total_waiting_time,completed_vehicles
278,2,0,6,2,3.0,0.0,14.8,2.4,NS,LIGHT,7,14,8.0,0
279,2,0,6,2,5.0,0.0,15.2,2.4,NS,LIGHT,8,14,12.0,0
280,4,0,6,2,9.0,0.0,23.0,2.4,NS,MEDIUM,9,15,18.0,0
281,4,0,6,2,13.0,0.0,23.8,2.4,NS,MEDIUM,10,14,18.0,2
282,3,0,6,2,11.0,0.0,19.9,2.4,NS,LIGHT,11,14,17.0,0
283,2,2,5,2,10.0,2.0,15.0,9.8,NS,LIGHT,12,14,19.0,0
284,2,2,5,2,12.0,4.0,15.4,10.2,NS,LIGHT,13,13,24.0,2
285,2,2,6,2,14.0,6.0,17.0,10.6,NS,LIGHT,14,13,29.0,1
286,2,2,6,2,16.0,8.0,17.4,11.0,NS,LIGHT,15,14,34.0,1
287,2,2,6,2,18.0,10.0,17.8,11.4,NS,LIGHT,16,13,40.0,1
288,2,2,6,2,20.0,12.0,18.2,11.8,NS,LIGHT,17,14,46.0,0
289,2,2,5,2,22.0,14.0,17.4,12.2,NS,LIGHT,18,13,52.0,1
290,3,2,6,2,25.0,16.0,22.7,12.6,NS,MEDIUM,19,14,59.0,1
291,3,2,6,2,28.0,18.0,23.3,13.0,NS,MEDIUM,20,14,66.0,0
292,4,2,5,2,32.0,20.0,26.4,13.4,NS,MEDIUM,21,13,74.0,2
